date,21/02/2022 21:09:45
initial_file_name,C2.wav
key_note,C
english_notation,"['C', 'D', 'E', 'F', 'G', 'A', 'B']"
intervals,"[2, 2, 1, 2, 2, 2]"
position_in_scale,"[0, 2, 4, 5, 7, 9, 11]"
list_of_corresponding_scales,['Major']
