date,21/02/2022 19:11:28
initial_file_name,C#11.wav
key_note,G#
english_notation,"['G#', 'A#', 'C#', 'D#', 'F']"
intervals,"[2, 3, 2, 2]"
position_in_scale,"[0, 2, 5, 7, 9]"
list_of_corresponding_scales,"['Yo', 'Slendro', 'Sus4']"
