date,21/02/2022 19:08:38
initial_file_name,C11.wav
key_note,G#
english_notation,"['G#', 'A', 'C', 'D', 'E', 'F', 'G']"
intervals,"[1, 3, 2, 2, 1, 2]"
position_in_scale,"[0, 1, 4, 6, 8, 9, 11]"
list_of_corresponding_scales,[]
