date,21/02/2022 21:13:03
initial_file_name,C4.wav
key_note,A
english_notation,"['A', 'C', 'E', 'F', 'G']"
intervals,"[3, 4, 1, 2]"
position_in_scale,"[0, 3, 7, 8, 10]"
list_of_corresponding_scales,[]
