date,21/02/2022 18:39:55
initial_file_name,C7.wav
key_note,C#
english_notation,"['C#', 'E', 'F', 'G', 'A']"
intervals,"[3, 1, 2, 2]"
position_in_scale,"[0, 3, 4, 6, 8]"
list_of_corresponding_scales,"['Aeolian2#4##5', 'AeolianFlat3b5b6b8b', 'AeolianFlatb3b5b6']"
