date,21/02/2022 21:12:59
initial_file_name,C1.wav
key_note,G#
english_notation,"['G#', 'A', 'B', 'C', 'C#', 'D', 'E', 'F', 'G']"
intervals,"[1, 2, 1, 1, 1, 2, 1, 2]"
position_in_scale,"[0, 1, 3, 4, 5, 6, 8, 9, 11]"
list_of_corresponding_scales,[]
