date,21/02/2022 18:40:02
initial_file_name,C9.wav
key_note,C
english_notation,"['C', 'E', 'F', 'G', 'G#', 'A']"
intervals,"[4, 1, 2, 1, 1]"
position_in_scale,"[0, 4, 5, 7, 8, 9]"
list_of_corresponding_scales,[]
