date,21/02/2022 21:14:41
initial_file_name,D13.wav
key_note,F#
english_notation,"['F#', 'G', 'A', 'B', 'C#', 'E', 'F']"
intervals,"[1, 2, 2, 2, 3, 1]"
position_in_scale,"[0, 1, 3, 5, 7, 10, 11]"
list_of_corresponding_scales,[]
