date,21/02/2022 18:39:48
initial_file_name,C4.wav
key_note,C
english_notation,"['C', 'E', 'F', 'G', 'A']"
intervals,"[4, 1, 2, 2]"
position_in_scale,"[0, 4, 5, 7, 9]"
list_of_corresponding_scales,['GenusSecundum']
