date,21/02/2022 21:13:10
initial_file_name,C9.wav
key_note,G#
english_notation,"['G#', 'A', 'C', 'E', 'F', 'G']"
intervals,"[1, 3, 4, 1, 2]"
position_in_scale,"[0, 1, 4, 8, 9, 11]"
list_of_corresponding_scales,[]
