date,21/02/2022 21:12:21
initial_file_name,D5.wav
key_note,C
english_notation,"['C', 'D', 'E', 'F', 'F#', 'G', 'A', 'B']"
intervals,"[2, 2, 1, 1, 1, 2, 2]"
position_in_scale,"[0, 2, 4, 5, 6, 7, 9, 11]"
list_of_corresponding_scales,['Japanese']
