date,21/02/2022 19:08:36
initial_file_name,C10.wav
key_note,D
english_notation,"['D', 'E', 'F', 'G', 'A', 'B', 'C']"
intervals,"[2, 1, 2, 2, 2, 1]"
position_in_scale,"[0, 2, 3, 5, 7, 9, 10]"
list_of_corresponding_scales,['Dorian']
