date,21/02/2022 21:12:14
initial_file_name,D0.wav
key_note,C
english_notation,"['C', 'C#', 'D', 'D#', 'E', 'F', 'F#', 'G', 'A', 'B']"
intervals,"[1, 1, 1, 1, 1, 1, 1, 2, 2]"
position_in_scale,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 11]"
list_of_corresponding_scales,[]
