date,21/02/2022 19:07:11
initial_file_name,D3.wav
key_note,A
english_notation,"['A', 'B', 'F', 'F#', 'G']"
intervals,"[2, 6, 1, 1]"
position_in_scale,"[0, 2, 8, 9, 10]"
list_of_corresponding_scales,[]
