date,21/02/2022 21:14:29
initial_file_name,D4.wav
key_note,F#
english_notation,"['F#', 'G', 'A', 'B', 'E', 'F']"
intervals,"[1, 2, 2, 5, 1]"
position_in_scale,"[0, 1, 3, 5, 10, 11]"
list_of_corresponding_scales,[]
