date,21/02/2022 21:12:20
initial_file_name,D4.wav
key_note,D
english_notation,"['D', 'E', 'F', 'F#', 'G', 'A', 'B', 'C#']"
intervals,"[2, 1, 1, 1, 2, 2, 2]"
position_in_scale,"[0, 2, 3, 4, 5, 7, 9, 11]"
list_of_corresponding_scales,['DorianBebop']
