date,21/02/2022 21:14:36
initial_file_name,D9.wav
key_note,A
english_notation,"['A', 'B', 'E', 'F', 'F#', 'G']"
intervals,"[2, 5, 1, 1, 1]"
position_in_scale,"[0, 2, 7, 8, 9, 10]"
list_of_corresponding_scales,[]
