date,21/02/2022 20:27:12
initial_file_name,C#8.wav
key_note,G#
english_notation,"['G#', 'A#', 'C', 'C#', 'D#', 'E', 'F']"
intervals,"[2, 2, 1, 2, 1, 1]"
position_in_scale,"[0, 2, 4, 5, 7, 8, 9]"
list_of_corresponding_scales,"['MajorBebopHeptatonic', 'MajorBebop']"
