date,21/02/2022 17:05:49
key_note,D
english_notation,"['D', 'F', 'G', 'A']"
intervals,"[3.0, 2.0, 2.0]"
position_in_scale,"[0, 3.0, 5.0, 7.0]"
list_of_corresponding_scales,[]
