date,21/02/2022 21:13:09
initial_file_name,C8.wav
key_note,G#
english_notation,"['G#', 'A', 'C', 'C#', 'E', 'F', 'G']"
intervals,"[1, 3, 1, 3, 1, 2]"
position_in_scale,"[0, 1, 4, 5, 8, 9, 11]"
list_of_corresponding_scales,[]
