date,21/02/2022 19:07:29
initial_file_name,D14.wav
key_note,A
english_notation,"['A', 'B', 'C#', 'D', 'E', 'F', 'F#', 'G']"
intervals,"[2, 2, 1, 2, 1, 1, 1]"
position_in_scale,"[0, 2, 4, 5, 7, 8, 9, 10]"
list_of_corresponding_scales,[]
