date,21/02/2022 19:11:17
initial_file_name,C#4.wav
key_note,G#
english_notation,"['G#', 'A', 'A#', 'C#', 'D#', 'E', 'F']"
intervals,"[1, 1, 3, 2, 1, 1]"
position_in_scale,"[0, 1, 2, 5, 7, 8, 9]"
list_of_corresponding_scales,['ChromaticDorian']
